"","Admission Date","Company Name","ICB Industry","ICB Super-Sector","Country of Incorporation","World Region","Market","International Issuer","Company Market Cap (£m)"
"","03/10/1988","BANCO BILBAO VIZCAYA ARGENTARIA S.A.","Financials","Banks","Spain","Europe","MAIN MARKET ","Yes","26,293.35"
"","01/07/2005","BANCO SANTANDER S.A.","Financials","Banks","Spain","Europe","MAIN MARKET ","Yes","49,945.75"
"","30/06/2005","BANGO PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","78.11"
"","06/11/1996","BANK AUDI S.A.L.","Financials","Banks","Lebanon","Middle East","MAIN MARKET ","Yes","-"
"","12/01/1957","BANKERS INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,226.97"
"","05/10/2005","BANKMUSCAT (S.A.O.G.)","Financials","Banks","Oman","Middle East","MAIN MARKET ","Yes","-"
"","19/01/2017","BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY","Financials","Banks","Ireland","Europe","MAIN MARKET ","Yes","486.9"
"","28/02/2012","BANK OF GEORGIA GROUP PLC","Financials","Banks","United Kingdom","Europe","MAIN MARKET ","No","743.93"
"","14/01/1959","BANK OF IRELAND (GOVERNOR & COMPANY OF THE)","Financials","Banks","Ireland","Europe","MAIN MARKET ","Yes","34.24"
"","10/07/2017","BANK OF IRELAND GROUP PLC","Financials","Banks","Ireland","Europe","MAIN MARKET ","Yes","3,990.61"
"","03/11/2000","BANK PEKAO SA","Financials","Banks","Poland","Europe","MAIN MARKET ","Yes","-"
"","10/04/1996","BANQUE MAROCAINE DU COMMERCE EXTERIEUR","Financials","Banks","Morocco","Africa","MAIN MARKET ","Yes","-"
"","01/11/1953","BARCLAYS PLC","Financials","Banks","United Kingdom","Europe","MAIN MARKET ","No","29,101.06"
"","18/12/2002","BARING EMERGING EUROPE PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","110.68"
"","07/03/1969","BARLOWORLD LD","Industrials","Industrial Goods and Services","South Africa","Africa","MAIN MARKET ","Yes","1,293.70"
"","14/07/2004","BARON OIL PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","1.06"
"","30/01/2001","BARONSMEAD SECOND VENTURE TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","191.03"
"","03/04/1998","BARONSMEAD VENTURE TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","169.61"
"","25/03/1970","BARR (A.G.) PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","MAIN MARKET ","No","677.77"
"","29/11/1968","BARRATT DEVELOPMENTS PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","8,174.76"
"","08/01/2013","BASE RESOURCES LIMITED","Basic Materials","Basic Resources","Australia","Pacific","AIM ","Yes","151.66"
"","22/09/2017","BASKERVILLE CAPITAL PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.65"
"","12/07/1999","BATM ADVANCED COMMUNICATIONS LD","Telecommunications","Telecommunications","Israel","Middle East","MAIN MARKET ","Yes","189.32"
"","21/12/2011","BBGI SICAV S.A.","Financials","Financial Services ","Luxembourg","Europe","MAIN MARKET ","Yes","1,049.31"
"","02/12/2016","BB HEALTHCARE TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","626.48"
"","13/04/1995","BBVA CAPITAL FUNDING LD","","","Cayman Islands","North America","MAIN MARKET ","Yes","-"
"","12/11/2002","BEAZLEY PLC","Financials","Insurance","United Kingdom","Europe","MAIN MARKET ","No","2,868.56"
"","27/11/2017","BEEKS FINANCIAL CLOUD GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","52.53"
"","01/10/2004","BEGBIES TRAYNOR GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","101.84"
"","10/05/2016","BE HEARD GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","6.55"
"","17/05/1979","BELLWAY PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","4,909.28"
"","21/02/2012","BELVOIR GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","AIM ","No","58.8"
"","30/12/2015","BENCHMARK HOLDINGS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","237.57"
"","09/05/2005","BEOWULF MINING PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","28.61"
"","06/12/2006","BERKELEY ENERGIA LIMITED","Basic Materials","Basic Resources","Australia","Pacific","MAIN MARKET ","Yes","30.39"
"","16/12/1985","BERKELEY GROUP HOLDINGS (THE) PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","6,596.38"
"","03/05/2019","BERMELE PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","2.5"
"","14/08/2006","BEST OF THE BEST PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","41.73"
"","08/07/2010","BETTER CAPITAL PCC LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","37.55"
"","21/10/2005","BEXIMCO PHARMACEUTICALS LIMITED","Health Care ","Health Care  ","Bangladesh","Asia","AIM ","Yes","-"
"","29/09/2006","BEZANT RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","1.97"
"","29/05/2008","BH GLOBAL LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","336.82"
"","14/03/2007","BH MACRO LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","429.29"
"","28/07/1997","BHP GROUP PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","35,056.17"
"","25/10/2004","BIDSTACK GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","24"
"","13/10/2016","BIFFA PLC","Utilities","Utilities","United Kingdom","Europe","MAIN MARKET ","No","705"
"","12/05/2015","BIGBLU BROADBAND PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","59.03"
"","02/08/2018","BIGDISH PLC","Technology","Technology","Jersey","Europe","MAIN MARKET ","No","10.12"
"","19/12/2016","BIG SOFA TECHNOLOGIES GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","7.17"
"","07/06/2002","BIG YELLOW GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","1,970.56"
"","06/03/2015","BILBY PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","14.39"
"","15/06/2005","BILLING SERVICES GROUP LIMITED","Industrials","Industrial Goods and Services","Bermuda","North America","AIM ","Yes","5.03"
"","29/09/1995","BILLINGTON HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","55.3"
"","13/07/2010","BIOME TECHNOLOGIES PLC","Basic Materials","Chemicals","United Kingdom","Europe","AIM ","No","7.56"
"","27/03/2017","BIOPHARMA CREDIT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,040.19"
"","23/06/1997","BIOTECH GROWTH TRUST (THE) PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","370.36"
"","29/04/2014","BIOVENTIX PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","204.46"
"","14/03/1948","BISICHI MINING PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","11.21"
"","29/02/2000","BLACKBIRD PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","51.96"
"","13/12/2005","BLACKROCK ENERGY AND RESOURCES INCOME TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","73.56"
"","17/12/2010","BLACKROCK FRONTIERS INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","280.51"
"","20/09/2004","BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","344.88"
"","12/12/2001","BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","46.14"
"","12/07/1990","BLACKROCK LATIN AMERICAN INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","191.59"
"","24/10/2012","BLACKROCK NORTH AMERICAN INCOME TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","152.88"
"","25/03/1973","BLACKROCK SMALLER CO TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","838.9"
"","08/06/1962","BLACKROCK THROGMORTON TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","543.8"
"","15/12/1993","BLACKROCK WORLD MINING TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","623.46"
"","23/07/2014","BLACKSTONE / GSO LOAN FINANCING LIMITED","Financials","Financial Services ","Jersey","Europe","MAIN MARKET ","No","333.96"
"","31/03/2005","BLANCCO TECHNOLOGY GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","155.25"
"","18/04/2019","BLENCOWE RESOURCES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.43"
"","11/06/2018","BLOCK ENERGY PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","15.78"
"","11/05/2006","BLOM BANK SAL","Financials","Banks","Lebanon","Middle East","ADMISSION TO TRADING ONLY ","Yes","-"
"","23/06/1994","BLOOMSBURY PUBLISHING PLC","Consumer Discretionary","Media","United Kingdom","Europe","MAIN MARKET ","No","213.93"
"","11/04/2016","BLUEBIRD MERCHANT VENTURES LTD","Basic Materials","Basic Resources","British Virgin Islands","North America","MAIN MARKET ","Yes","6.73"
"","12/07/2013","BLUEFIELD SOLAR INCOME FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","483.5"
"","02/12/2013","BLUEJAY MINING PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","75.27"
"","25/04/1996","BLUE PLANET FINANCIALS GROWTH AND INCOME INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","12.32"
"","24/03/1999","BLUE PLANET INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","18.06"
"","18/03/2016","BLUE PRISM GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","1,414.34"
"","04/09/2013","BLUEROCK DIAMONDS PLC","","","United Kingdom","Europe","AIM ","No","3.47"
"","29/10/2004","BLUE STAR CAPITAL PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","4.09"
"","17/06/2014","B&M EUROPEAN VALUE RETAIL S.A.","Consumer Discretionary","Retail ","Luxembourg","Europe","MAIN MARKET ","Yes","3,639.12"
"","29/10/1992","BMO CAPITAL & INCOME INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","360.81"
"","21/03/2005","BMO COMMERCIAL PROPERTY TRUST LIMITED","Real Estate","Real Estate ","Guernsey","Europe","MAIN MARKET ","No","882.5"
"","29/06/1959","BMO GLOBAL SMALLER COMPANIES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","848.55"
"","16/04/2008","BMO MANAGED PORTFOLIO TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","145.53"
"","22/03/1999","BMO PRIVATE EQUITY TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","300.2"
"","01/06/2004","BMO REAL ESTATE INVESTMENTS LIMITED","Real Estate","Real Estate ","Guernsey","Europe","MAIN MARKET ","No","205.56"
"","01/03/2007","BMO UK HIGH INCOME TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","232.55"
"","28/01/1972","BODYCOTE PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","1,639.82"
"","14/01/1980","BOEING CO.","Industrials","Industrial Goods and Services","United States","North America","MAIN MARKET ","Yes","135,980.13"
"","20/11/2017","BOKU, INC.","Industrials","Industrial Goods and Services","United States","North America","AIM ","Yes","214.25"
"","03/10/2001","BONHILL GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","13.85"
"","14/03/2014","BOOHOO GROUP PLC","Consumer Discretionary","Retail ","Jersey","Europe","AIM ","No","3,523.06"
"","29/11/1974","BOOT (HENRY) PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","439.47"
"","24/05/2005","BORDERS & SOUTHERN PETROLEUM PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","10.02"
"","12/10/2016","BOSTON INTERNATIONAL HOLDINGS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.1"
"","02/02/2011","BOTSWANA DIAMONDS PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","4.08"
"","24/12/2010","BOULD OPPORTUNITIES PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","2.85"
"","28/07/2008","BOUSSARD & GAVAUDAN HOLDING LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","436.63"
"","07/12/2004","BOWLEVEN PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","20.66"
"","02/02/2006","B.P. MARSH & PARTNERS PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","97.56"
"","29/03/1954","BP PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","92,515.66"
"","27/11/1997","BRAEMAR SHIPPING SERVICES PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","65.38"
"","27/06/2007","BRAIME GROUP PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","23.28"
"","09/05/2006","BRAND ARCHITEKTS GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","26.39"
"","12/11/2013","BRAVE BISON GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","7.2"
"","30/03/2007","BRAVEHEART INVESTMENT GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","2.81"
"","06/09/2010","BREEDON GROUP PLC","Industrials","Construction and Materials","Jersey","Europe","AIM ","No","1,581.97"
"","09/06/1994","BREWIN DOLPHIN HOLDINGS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,091.63"
"","29/08/2019","BRICKABILITY GROUP PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","171.69"
"","27/04/2016","BRIGHTON PIER GROUP PLC (THE)","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","23.12"
"","29/10/1992","BRISTOL WATER PLC","Utilities","Utilities","United Kingdom","Europe","MAIN MARKET ","No","19.69"
"","28/07/1997","BRISTOL & WEST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","-"
"","04/06/1947","BRITISH & AMERICAN INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","10.63"
"","29/01/1962","BRITISH AMERICAN TOBACCO PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","MAIN MARKET ","No","77,016.86"
"","20/03/1951","BRITISH LAND COMPANY PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","5,139.22"
"","12/04/2001","BRITISH SMALLER COMPANIES VCT2 PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","67.52"
"","04/04/1996","BRITISH SMALLER COMPANIES VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","96.02"
"","14/12/2005","BRITVIC PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","MAIN MARKET ","No","2,459.80"
"","11/03/2005","BROOKS MACDONALD GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","341.51"
"","10/11/1972","BROWN (N) GROUP PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","233.68"
"","28/02/1950","BRUNNER INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","423.88"
"","08/06/1998","B.S.D CROWN LTD","Technology","Technology","Israel","Middle East","MAIN MARKET ","Yes","32.98"
"","26/07/2019","BSF ENTERPRISE PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.32"
"","03/12/1984","BT GROUP PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","15,902.43"
"","20/06/1957","BUNZL PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","6,617.97"
"","18/07/2002","BURBERRY GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","7,908.31"
"","21/10/2009","BURFORD CAPITAL LIMITED","Financials","Financial Services ","Guernsey","Europe","AIM ","No","1,378.59"
"","26/03/2012","BUSHVELD MINERALS LIMITED","Basic Materials","Basic Resources","Guernsey","Europe","AIM ","No","235.21"
"","19/02/2009","BYBLOS BANK S.A.L","Financials","Banks","Lebanon","Middle East","MAIN MARKET ","Yes","-"
"","06/07/2005","BYOTROL PLC","Basic Materials","Chemicals","United Kingdom","Europe","AIM ","No","9.69"
"","23/10/2014","C4X DISCOVERY HOLDINGS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","14.09"
"","21/02/2018","CABLEVISION HOLDING S.A.","Telecommunications","Telecommunications","Argentina","Latin America","MAIN MARKET ","Yes","-"
"","31/03/2006","CADENCE MINERALS PLC","","","United Kingdom","Europe","AIM ","No","6.59"
"","23/06/2008","CADOGAN PETROLEUM PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","11.32"
"","22/07/1961","CAFFYNS PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","11.47"
"","22/12/1988","CAIRN ENERGY PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","999.29"
"","10/06/2015","CAIRN HOMES PLC","Consumer Discretionary","Consumer Products and Services","Ireland","Europe","MAIN MARKET ","Yes","784.04"
"","27/06/2018","CAKE BOX HOLDINGS PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","70.6"
"","08/04/2010","CALCULUS VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","12.43"
